3.000000000000000000e+04,1.059532915958725661e+08,1.028850590496252989e+05,1.279766299105733030e+00
3.100000000000000000e+04,1.055936077610761672e+08,1.035186853974491678e+05,1.272297395208717319e+00
3.200000000000000000e+04,1.061576657618280500e+08,1.025821526491848635e+05,1.258317774175268688e+00
3.300000000000000000e+04,1.065145999382244349e+08,1.025287474939471285e+05,1.251011509826984947e+00
3.400000000000000000e+04,1.066189945553793013e+08,1.036333425044527976e+05,1.243652693830906930e+00
3.500000000000000000e+04,1.068378678184846640e+08,1.021706713317409449e+05,1.232534538600511320e+00
3.600000000000000000e+04,1.069411520416719615e+08,1.017056496036024619e+05,1.227594619132643228e+00
3.700000000000000000e+04,1.075018604490173310e+08,1.015382361523341533e+05,1.217892804846850474e+00
3.800000000000000000e+04,1.075362729501074106e+08,1.015602325241109356e+05,1.208422254021089159e+00
3.900000000000000000e+04,1.059541882135859877e+08,1.033998049764892348e+05,1.195778003681073454e+00
4.000000000000000000e+04,1.046021988296613246e+08,9.640341303570197488e+04,1.223166712357222963e+00
4.100000000000000000e+04,9.766104648220804334e+07,1.021529138428173319e+05,1.177638636527875926e+00
4.200000000000000000e+04,1.050651702516109943e+08,1.050222895379080583e+05,1.198397880118142300e+00
4.300000000000000000e+04,1.091205296907964945e+08,9.962258882464686758e+04,1.158879956303552561e+00
4.400000000000000000e+04,1.091650127101169825e+08,9.988709539082346600e+04,1.152044941747956353e+00
4.500000000000000000e+04,1.090484296081332862e+08,9.919406296533063869e+04,1.142888970885618249e+00
4.600000000000000000e+04,1.097506264219024777e+08,9.891002879942355503e+04,1.136653376755663691e+00
4.700000000000000000e+04,1.106855907514614016e+08,9.874428505064088677e+04,1.127038978835687377e+00
4.800000000000000000e+04,1.106454246681714505e+08,9.864573472250733175e+04,1.117083431056273390e+00
4.900000000000000000e+04,1.107126912327579409e+08,9.801355976835572801e+04,1.109806266587056500e+00
5.000000000000000000e+04,1.117529417957308292e+08,9.752852926861737797e+04,1.098082098085872760e+00
5.100000000000000000e+04,1.120914804969583899e+08,9.693504886408300081e+04,1.091753764400890780e+00
5.200000000000000000e+04,1.124277990534369648e+08,9.637425669798668241e+04,1.082508448072022178e+00
5.300000000000000000e+04,1.129472885907404274e+08,9.613635500574744947e+04,1.074373573390014602e+00
5.400000000000000000e+04,1.138536780257888734e+08,9.559280424123369448e+04,1.062330714287635258e+00
5.500000000000000000e+04,1.144762420766859353e+08,9.505737131702435727e+04,1.060739014563516935e+00
5.600000000000000000e+04,1.148014808266862035e+08,9.490387362134378054e+04,1.044615255196021497e+00
5.700000000000000000e+04,1.148307450119522959e+08,9.465201013929906185e+04,1.043311988060454443e+00
5.800000000000000000e+04,1.143164467607351840e+08,9.337005641560428194e+04,1.022055243303971350e+00
5.900000000000000000e+04,1.167399246187866926e+08,9.353380208409571787e+04,1.017177648669204126e+00
6.000000000000000000e+04,1.169632848375933617e+08,9.362906492013864045e+04,1.005062257593214659e+00
6.100000000000000000e+04,1.283907317527242899e+08,1.018430942217838601e+05,1.009952975947414178e+00
6.200000000000000000e+04,1.133633097611391991e+08,7.721061819928634213e+04,9.588650816657081632e-01
6.300000000000000000e+04,1.184609640345713049e+08,9.290284365790507582e+04,1.018508766596377013e+00
6.400000000000000000e+04,1.204602008963956386e+08,9.065400916240287188e+04,9.803982574459967347e-01
6.500000000000000000e+04,1.236436816016087532e+08,8.881307587787341618e+04,9.736196687022190543e-01
6.600000000000000000e+04,1.194455943097107410e+08,9.156041409336752258e+04,9.984105793698246911e-01
6.700000000000000000e+04,1.214059306623856872e+08,8.927162920623442915e+04,9.407494014999258081e-01
6.800000000000000000e+04,1.226319697305722833e+08,8.843131358647093293e+04,9.305121186696271307e-01
6.900000000000000000e+04,1.231123470655969381e+08,8.779963529733102769e+04,9.272952180016122981e-01
7.000000000000000000e+04,1.240667965250977129e+08,8.743984057504881639e+04,9.094210423802001619e-01
7.100000000000000000e+04,1.257117735138598680e+08,8.727191403157393506e+04,8.984163765248440736e-01
7.200000000000000000e+04,1.267458086092001796e+08,8.593281727106393373e+04,8.934981426738956012e-01
7.300000000000000000e+04,1.273184982632139176e+08,8.513295892445088248e+04,8.820058656559411903e-01
7.400000000000000000e+04,1.281649328014492393e+08,8.503721463399955246e+04,8.714371857128894172e-01
7.500000000000000000e+04,1.287697557658629864e+08,8.407336760126326408e+04,8.647764779570218385e-01
7.600000000000000000e+04,1.290265476558990926e+08,8.370731987313624995e+04,8.541488363255675953e-01
7.700000000000000000e+04,1.305595649502555430e+08,8.269071242231504584e+04,8.457004072916858295e-01
7.800000000000000000e+04,1.322623151165894419e+08,8.228902762818473275e+04,8.327894937359445748e-01
7.900000000000000000e+04,1.320177639562191665e+08,8.135705152931851626e+04,8.162956057059140846e-01
