3.000000000000000000e+04,1.059532915958725661e+08,1.085412532966187864e+05,1.270154738824980978e+00
3.100000000000000000e+04,1.055936077610761672e+08,1.091710430640373816e+05,1.263398853672075051e+00
3.200000000000000000e+04,1.061576657618280500e+08,1.086623735810299258e+05,1.249045772398254428e+00
3.300000000000000000e+04,1.065145999382244349e+08,1.082363392621581152e+05,1.237483880260998204e+00
3.400000000000000000e+04,1.066189945553793013e+08,1.084186728078561282e+05,1.230930736051851770e+00
3.500000000000000000e+04,1.068378678184846640e+08,1.079721562261387880e+05,1.219468601393010943e+00
3.600000000000000000e+04,1.069411520416719615e+08,1.076569735744604986e+05,1.211589118300389956e+00
3.700000000000000000e+04,1.075018604490173310e+08,1.075085926059371413e+05,1.200146106392780743e+00
3.800000000000000000e+04,1.075362729501074106e+08,1.073265846324189188e+05,1.195813801663883513e+00
3.900000000000000000e+04,1.059541882135859877e+08,1.054511784591192991e+05,1.184014591081699042e+00
4.000000000000000000e+04,1.046021988296613246e+08,1.008469279998342099e+05,1.169689360148119528e+00
4.100000000000000000e+04,9.766104648220804334e+07,1.023067589513372077e+05,1.126567600338482356e+00
4.200000000000000000e+04,1.050651702516109943e+08,1.104066343308905343e+05,1.160630857607372279e+00
4.300000000000000000e+04,1.091205296907964945e+08,1.057749730328445730e+05,1.144851220399618397e+00
4.400000000000000000e+04,1.091650127101169825e+08,1.052564336045365053e+05,1.132021238357506787e+00
4.500000000000000000e+04,1.090484296081332862e+08,1.048020472725520231e+05,1.125011210781032167e+00
4.600000000000000000e+04,1.097506264219024777e+08,1.046014676070557034e+05,1.116872884536343591e+00
4.700000000000000000e+04,1.106855907514614016e+08,1.053740724952766177e+05,1.103067107807095271e+00
4.800000000000000000e+04,1.106454246681714505e+08,1.042672035988939897e+05,1.102302229084057617e+00
4.900000000000000000e+04,1.107126912327579409e+08,1.037871065030050522e+05,1.087448813855819152e+00
5.000000000000000000e+04,1.117529417957308292e+08,1.034010489791975851e+05,1.082314081127615735e+00
5.100000000000000000e+04,1.120914804969583899e+08,1.025929652064719412e+05,1.073364360593342282e+00
5.200000000000000000e+04,1.124277990534369648e+08,1.023220651901361562e+05,1.057586165693234159e+00
5.300000000000000000e+04,1.129472885907404274e+08,1.020652620848821534e+05,1.054939674367927571e+00
5.400000000000000000e+04,1.138536780257888734e+08,1.017618887089044874e+05,1.044434857279292306e+00
5.500000000000000000e+04,1.144762420766859353e+08,1.005233444713027129e+05,1.037394779098323561e+00
5.600000000000000000e+04,1.148014808266862035e+08,1.003854372542074852e+05,1.019938792263180183e+00
5.700000000000000000e+04,1.148307450119522959e+08,9.919937172393738001e+04,1.009009408404239583e+00
5.800000000000000000e+04,1.143164467607351840e+08,9.836565763086180959e+04,9.849203741055674310e-01
5.900000000000000000e+04,1.167399246187866926e+08,1.012523707147591340e+05,9.959284580032656820e-01
6.000000000000000000e+04,1.169632848375933617e+08,9.730303597136473400e+04,9.930785405886566330e-01
6.100000000000000000e+04,1.283907317527242899e+08,1.044273984488074057e+05,1.064664175435672711e+00
6.200000000000000000e+04,1.133633097611391991e+08,9.244435298908311233e+04,9.767977924370807585e-01
6.300000000000000000e+04,1.184609640345713049e+08,9.689407740698984708e+04,9.583515603856817000e-01
6.400000000000000000e+04,1.204602008963956386e+08,9.555086004295718158e+04,9.416958116088071096e-01
6.500000000000000000e+04,1.236436816016087532e+08,9.528058400375416386e+04,9.869136358492529570e-01
6.600000000000000000e+04,1.194455943097107410e+08,9.446272352950627101e+04,9.358042582561254541e-01
6.700000000000000000e+04,1.214059306623856872e+08,9.544482193204152281e+04,9.167136023805363410e-01
6.800000000000000000e+04,1.226319697305722833e+08,9.384110392782231793e+04,9.121768771788313357e-01
6.900000000000000000e+04,1.231123470655969381e+08,9.353269715694495244e+04,8.961819027892924394e-01
7.000000000000000000e+04,1.240667965250977129e+08,9.256754573005085695e+04,8.859129825507645606e-01
7.100000000000000000e+04,1.257117735138598680e+08,9.202220787367181038e+04,8.824871894886152646e-01
7.200000000000000000e+04,1.267458086092001796e+08,9.103804390223497467e+04,8.708082250271820257e-01
7.300000000000000000e+04,1.273184982632139176e+08,9.096344933723431313e+04,8.601191260781366754e-01
7.400000000000000000e+04,1.281649328014492393e+08,9.034831419255114452e+04,8.451937569887889579e-01
7.500000000000000000e+04,1.287697557658629864e+08,8.983855144651437877e+04,8.376920405167403993e-01
7.600000000000000000e+04,1.290265476558990926e+08,8.892722951915700105e+04,8.333439421675713499e-01
7.700000000000000000e+04,1.305595649502555430e+08,8.842791578837858106e+04,8.081461347773168935e-01
7.800000000000000000e+04,1.322623151165894419e+08,8.710522396784432931e+04,8.088730392491255694e-01
7.900000000000000000e+04,1.320177639562191665e+08,8.717573612654305180e+04,7.859320661764032101e-01
